"","Gene","seqnames","start","end","width","strand","ranges"
"38694","AT5G49260","5",19966799,19967527,729,"+","19966799-19967527"
"38695","AT5G49270","5",19971909,19974444,2536,"-","19971909-19974444"
"38696","AT5G49280","5",19976594,19977449,856,"-","19976594-19977449"
"38697","AT5G49290","5",19980195,19983869,3675,"+","19980195-19983869"
"38698","AT5G49300","5",19984849,19985697,849,"-","19984849-19985697"
"38699","AT5G49301","5",19986786,19987570,785,"-","19986786-19987570"
"38700","AT5G49310","5",19992016,19994516,2501,"-","19992016-19994516"
"38701","AT5G49320","5",19995025,19996314,1290,"-","19995025-19996314"
"38702","AT5G49330","5",19998952,20001378,2427,"-","19998952-20001378"
"38703","AT5G49334","5",20003968,20004102,135,"-","20003968-20004102"
"38704","AT5G49340","5",20007348,20009038,1691,"-","20007348-20009038"
"38705","AT5G49350","5",20009741,20011099,1359,"-","20009741-20011099"
"38707","AT5G49360","5",20011879,20016742,4864,"-","20011879-20016742"
"38708","AT5G49370","5",20023456,20024530,1075,"+","20023456-20024530"
"38709","AT5G49380","5",20025565,20027078,1514,"+","20025565-20027078"
"38710","AT5G49390","5",20027340,20030361,3022,"+","20027340-20030361"
"38711","AT5G49400","5",20030700,20032175,1476,"+","20030700-20032175"
"38712","AT5G49410","5",20032463,20034001,1539,"+","20032463-20034001"
"38714","AT5G49420","5",20034674,20036170,1497,"-","20034674-20036170"
"38715","AT5G49430","5",20037338,20045454,8117,"-","20037338-20045454"
"38716","AT5G49435","5",20046823,20046894,72,"+","20046823-20046894"
"38717","AT5G49440","5",20048239,20049597,1359,"+","20048239-20049597"
"38718","AT5G49448","5",20051829,20052735,907,"+","20051829-20052735"
"38719","AT5G49450","5",20051829,20052735,907,"+","20051829-20052735"
"38720","AT5G49460","5",20054523,20058464,3942,"+","20054523-20058464"
"38722","AT5G49470","5",20063448,20068665,5218,"+","20063448-20068665"
"38726","AT5G49480","5",20070743,20071638,896,"+","20070743-20071638"
"38727","AT5G49490","5",20075328,20076185,858,"+","20075328-20076185"
"38728","AT5G49500","5",20077556,20080206,2651,"-","20077556-20080206"
"38729","AT5G49510","5",20080614,20082762,2149,"+","20080614-20082762"
"38731","AT5G49520","5",20090776,20093346,2571,"+","20090776-20093346"
"38732","AT5G49525","5",20097040,20097486,447,"-","20097040-20097486"
"38733","AT5G49530","5",20100579,20104447,3869,"+","20100579-20104447"
"38734","AT5G49540","5",20104481,20106122,1642,"-","20104481-20106122"
"38735","AT5G49550","5",20106653,20107191,539,"-","20106653-20107191"
"38736","AT5G49555","5",20107229,20110636,3408,"-","20107229-20110636"
"38737","AT5G49560","5",20110961,20111785,825,"-","20110961-20111785"
"38738","AT5G49570","5",20111859,20116185,4327,"-","20111859-20116185"
"38739","AT5G49580","5",20123823,20126813,2991,"-","20123823-20126813"
"38740","AT5G49590","5",20128736,20129554,819,"+","20128736-20129554"
"38741","AT5G49600","5",20130780,20131295,516,"+","20130780-20131295"
"38742","AT5G49610","5",20131274,20132729,1456,"-","20131274-20132729"
"38743","AT5G49615","5",20134200,20134786,587,"+","20134200-20134786"
"38744","AT5G49620","5",20137394,20139384,1991,"-","20137394-20139384"
"38746","AT5G49630","5",20142470,20146498,4029,"-","20142470-20146498"
"38747","AT5G49640","5",20151163,20151842,680,"+","20151163-20151842"
"38748","AT5G49650","5",20152781,20155768,2988,"+","20152781-20155768"
"38750","AT5G49660","5",20161206,20164729,3524,"-","20161206-20164729"
"38751","AT5G49665","5",20167002,20169474,2473,"-","20167002-20169474"
"38753","AT5G49690","5",20189655,20191390,1736,"-","20189655-20191390"
"38754","AT5G49700","5",20192599,20193429,831,"+","20192599-20193429"
"38756","AT5G49710","5",20195410,20197353,1944,"+","20195410-20197353"
"38758","AT5G49720","5",20197391,20200288,2898,"-","20197391-20200288"
"38759","AT5G49730","5",20201101,20204513,3413,"-","20201101-20204513"
"38760","AT5G49740","5",20205342,20208730,3389,"-","20205342-20208730"
"38763","AT5G49750","5",20210878,20213734,2857,"+","20210878-20213734"
"38764","AT5G49760","5",20216372,20221299,4928,"+","20216372-20221299"
"38765","AT5G49770","5",20222669,20227267,4599,"+","20222669-20227267"
"38766","AT5G49780","5",20229256,20233095,3840,"+","20229256-20233095"
"38768","AT5G49800","5",20234642,20236184,1543,"-","20234642-20236184"
"38769","AT5G49810","5",20239343,20246380,7038,"+","20239343-20246380"
"38770","AT5G49820","5",20246500,20249545,3046,"-","20246500-20249545"
"38771","AT5G49830","5",20250486,20255039,4554,"-","20250486-20255039"
"38774","AT5G49840","5",20255191,20259300,4110,"+","20255191-20259300"
"38775","AT5G49850","5",20259908,20262585,2678,"-","20259908-20262585"
"38776","AT5G49860","5",20264567,20265334,768,"-","20264567-20265334"
"38777","AT5G49870","5",20270192,20272548,2357,"-","20270192-20272548"
"38778","AT5G49880","5",20282165,20288084,5920,"+","20282165-20288084"
"38779","AT5G49890","5",20288119,20292350,4232,"-","20288119-20292350"
"38780","AT5G49900","5",20296518,20302346,5829,"-","20296518-20302346"
"38781","AT5G49910","5",20303414,20306469,3056,"+","20303414-20306469"
"38782","AT5G49920","5",20306409,20307943,1535,"-","20306409-20307943"
"38783","AT5G49930","5",20308033,20312808,4776,"-","20308033-20312808"
"38784","AT5G49940","5",20315398,20317400,2003,"+","20315398-20317400"
"38786","AT5G49945","5",20317405,20319830,2426,"+","20317405-20319830"
"38787","AT5G49950","5",20319733,20323616,3884,"-","20319733-20323616"
"38788","AT5G49960","5",20323964,20327828,3865,"-","20323964-20327828"
"38789","AT5G49970","5",20329187,20333155,3969,"+","20329187-20333155"
"38791","AT5G49980","5",20333964,20336665,2702,"-","20333964-20336665"
"38792","AT5G49990","5",20337641,20341881,4241,"-","20337641-20341881"
"38793","AT5G50000","5",20342587,20345133,2547,"-","20342587-20345133"
"38794","AT5G50010","5",20348615,20350830,2216,"+","20348615-20350830"
"38795","AT5G50011","5",20348615,20350830,2216,"+","20348615-20350830"
"38796","AT5G50012","5",20348615,20350830,2216,"+","20348615-20350830"
"38798","AT5G50020","5",20351342,20354436,3095,"+","20351342-20354436"
"38799","AT5G50030","5",20354589,20355627,1039,"+","20354589-20355627"
"38800","AT5G50040","5",20357126,20358107,982,"+","20357126-20358107"
"38801","AT5G50050","5",20360024,20361031,1008,"+","20360024-20361031"
"38802","AT5G50060","5",20362550,20363461,912,"+","20362550-20363461"
"38803","AT5G50070","5",20364556,20365429,874,"+","20364556-20365429"
"38804","AT5G50080","5",20365722,20366835,1114,"+","20365722-20366835"
"38806","AT5G50090","5",20369851,20371094,1244,"+","20369851-20371094"
"38807","AT5G50100","5",20371853,20373441,1589,"+","20371853-20373441"
"38808","AT5G50110","5",20373515,20376207,2693,"+","20373515-20376207"
"38809","AT5G50111","5",20376311,20376942,632,"-","20376311-20376942"
"38810","AT5G50115","5",20379489,20381036,1548,"+","20379489-20381036"
"38811","AT5G50120","5",20382615,20383874,1260,"-","20382615-20383874"
"38813","AT5G50130","5",20390015,20393263,3249,"+","20390015-20393263"
"38814","AT5G50136","5",20394870,20395010,141,"-","20394870-20395010"
"38815","AT5G50140","5",20395856,20398197,2342,"+","20395856-20398197"
"38816","AT5G50150","5",20402257,20406731,4475,"-","20402257-20406731"
"38817","AT5G50160","5",20415771,20418742,2972,"+","20415771-20418742"
"38818","AT5G50170","5",20421073,20425586,4514,"+","20421073-20425586"
"38819","AT5G50175","5",20428095,20428719,625,"+","20428095-20428719"
"38820","AT5G50180","5",20430596,20433100,2505,"+","20430596-20433100"
"38821","AT5G50190","5",20433507,20434543,1037,"-","20433507-20434543"
"38824","AT5G50200","5",20436498,20437726,1229,"+","20436498-20437726"
"38825","AT5G50210","5",20442647,20445991,3345,"+","20442647-20445991"
"38826","AT5G50220","5",20446068,20447200,1133,"-","20446068-20447200"
"38827","AT5G50230","5",20448370,20450881,2512,"-","20448370-20450881"
"38828","AT5G50240","5",20451228,20452569,1342,"+","20451228-20452569"
"38831","AT5G50250","5",20452487,20454013,1527,"-","20452487-20454013"
"38832","AT5G50260","5",20455317,20457029,1713,"+","20455317-20457029"
"38833","AT5G50270","5",20457487,20458873,1387,"+","20457487-20458873"
"38834","AT5G50280","5",20459238,20461504,2267,"+","20459238-20461504"
"38835","AT5G50290","5",20461777,20464177,2401,"+","20461777-20464177"
"38836","AT5G50300","5",20466068,20468124,2057,"-","20466068-20468124"
"38837","AT5G50310","5",20474487,20479455,4969,"+","20474487-20479455"
"38839","AT5G50320","5",20480626,20484850,4225,"-","20480626-20484850"
"38840","AT5G50330","5",20485223,20488684,3462,"-","20485223-20488684"
"38842","AT5G50335","5",20489094,20489727,634,"-","20489094-20489727"
"38843","AT5G50340","5",20491417,20495931,4515,"-","20491417-20495931"
"38844","AT5G50345","5",20497401,20497868,468,"+","20497401-20497868"
"38845","AT5G50350","5",20498476,20501680,3205,"-","20498476-20501680"
"38846","AT5G50360","5",20505180,20506338,1159,"-","20505180-20506338"
"38847","AT5G50361","5",20506381,20506578,198,"-","20506381-20506578"
"38848","AT5G50370","5",20509159,20510703,1545,"-","20509159-20510703"
"38849","AT5G50375","5",20511667,20514248,2582,"+","20511667-20514248"
"38851","AT5G50380","5",20516112,20518573,2462,"-","20516112-20518573"
"38852","AT5G50390","5",20520789,20522980,2192,"-","20520789-20522980"
"38853","AT5G50400","5",20523575,20526469,2895,"-","20523575-20526469"
"38854","AT5G50410","5",20528199,20529827,1629,"-","20528199-20529827"
"38855","AT5G50420","5",20530206,20532856,2651,"-","20530206-20532856"
"38856","AT5G50423","5",20532860,20533471,612,"-","20532860-20533471"
"38858","AT5G50430","5",20534173,20537117,2945,"-","20534173-20537117"
"38860","AT5G50440","5",20537525,20538943,1419,"-","20537525-20538943"
"38861","AT5G50450","5",20543310,20544753,1444,"-","20543310-20544753"
"38862","AT5G50460","5",20551437,20552566,1130,"-","20551437-20552566"
"38863","AT5G50470","5",20555120,20555758,639,"-","20555120-20555758"
"38864","AT5G50480","5",20557574,20558487,914,"-","20557574-20558487"
"38865","AT5G50490","5",20560434,20561187,754,"-","20560434-20561187"
"38866","AT5G50500","5",20562150,20562557,408,"-","20562150-20562557"
"38867","AT5G50510","5",20567386,20568075,690,"-","20567386-20568075"
"38868","AT5G50520","5",20569563,20571615,2053,"-","20569563-20571615"
"38869","AT5G50530","5",20571681,20575250,3570,"-","20571681-20575250"
"38870","AT5G50540","5",20574577,20575538,962,"-","20574577-20575538"
"38871","AT5G50550","5",20576870,20578913,2044,"+","20576870-20578913"
"38872","AT5G50560","5",20579121,20579588,468,"+","20579121-20579588"
"38873","AT5G50562","5",20580269,20580442,174,"-","20580269-20580442"
"38875","AT5G50565","5",20580256,20582103,1848,"+","20580256-20582103"
"38877","AT5G50570","5",20582083,20584559,2477,"-","20582083-20584559"
"38878","AT5G50580","5",20585349,20587596,2248,"+","20585349-20587596"
"38880","AT5G50590","5",20587988,20589296,1309,"+","20587988-20589296"
"38881","AT5G50600","5",20589702,20591689,1988,"-","20589702-20591689"
"38882","AT5G50610","5",20593702,20594259,558,"+","20593702-20594259"
"38883","AT5G50620","5",20600727,20601416,690,"-","20600727-20601416"
"38884","AT5G50630","5",20602921,20604956,2036,"-","20602921-20604956"
"38885","AT5G50640","5",20605218,20608594,3377,"-","20605218-20608594"
"38886","AT5G50645","5",20607919,20608880,962,"-","20607919-20608880"
"38887","AT5G50650","5",20610212,20612255,2044,"+","20610212-20612255"
"38888","AT5G50660","5",20612575,20612778,204,"+","20612575-20612778"
"38890","AT5G50665","5",20613784,20615442,1659,"+","20613784-20615442"
"38891","AT5G50670","5",20615704,20617901,2198,"-","20615704-20617901"
"38892","AT5G50680","5",20618743,20620937,2195,"+","20618743-20620937"
"38894","AT5G50690","5",20621330,20622638,1309,"+","20621330-20622638"
"38895","AT5G50700","5",20623024,20625034,2011,"-","20623024-20625034"
"38896","AT5G50710","5",20627044,20627601,558,"+","20627044-20627601"
"38898","AT5G50717","5",20632514,20632637,124,"+","20632514-20632637"
"38899","AT5G50720","5",20633193,20634552,1360,"-","20633193-20634552"
"38901","AT5G50740","5",20635866,20637996,2131,"-","20635866-20637996"
"38904","AT5G50750","5",20640992,20642660,1669,"+","20640992-20642660"
"38905","AT5G50760","5",20644661,20645469,809,"+","20644661-20645469"
"38906","AT5G50770","5",20646680,20648725,2046,"-","20646680-20648725"
"38907","AT5G50780","5",20650269,20655212,4944,"+","20650269-20655212"
"38908","AT5G50790","5",20656253,20658001,1749,"-","20656253-20658001"
"38909","AT5G50800","5",20665077,20667304,2228,"-","20665077-20667304"
"38910","AT5G50801","5",20668113,20668268,156,"-","20668113-20668268"
"38911","AT5G50805","5",20675222,20675293,72,"+","20675222-20675293"
"38912","AT5G50810","5",20675634,20676612,979,"-","20675634-20676612"
"38913","AT5G50820","5",20679225,20680125,901,"+","20679225-20680125"
"38915","AT5G50830","5",20683282,20684827,1546,"+","20683282-20684827"
"38917","AT5G50840","5",20685856,20688918,3063,"+","20685856-20688918"
"38918","AT5G50850","5",20689390,20693285,3896,"+","20689390-20693285"
"38919","AT5G50860","5",20693463,20697039,3577,"-","20693463-20697039"
"38921","AT5G50870","5",20699438,20701106,1669,"-","20699438-20701106"
"38922","AT5G50880","5",20701366,20701644,279,"-","20701366-20701644"
"38923","AT5G50890","5",20702684,20704235,1552,"+","20702684-20704235"
"38924","AT5G50900","5",20704804,20706778,1975,"-","20704804-20706778"
"38925","AT5G50910","5",20708409,20709282,874,"-","20708409-20709282"
"38926","AT5G50915","5",20710209,20712315,2107,"-","20710209-20712315"
"38928","AT5G50920","5",20715469,20720374,4906,"-","20715469-20720374"
"38929","AT5G50930","5",20722069,20724440,2372,"+","20722069-20724440"
"38930","AT5G50940","5",20724578,20726479,1902,"+","20724578-20726479"
"38931","AT5G50950","5",20729612,20733516,3905,"+","20729612-20733516"
"38934","AT5G50960","5",20734167,20736055,1889,"+","20734167-20736055"
"38935","AT5G50970","5",20736337,20739295,2959,"+","20736337-20739295"
"38936","AT5G50990","5",20739419,20741281,1863,"+","20739419-20741281"
"38937","AT5G50995","5",20741678,20741714,37,"-","20741678-20741714"
"38938","AT5G51000","5",20742533,20743669,1137,"-","20742533-20743669"
"38939","AT5G51010","5",20744566,20745703,1138,"+","20744566-20745703"
"38940","AT5G51020","5",20745349,20747277,1929,"-","20745349-20747277"
"38941","AT5G51030","5",20747759,20749506,1748,"-","20747759-20749506"
"38943","AT5G51040","5",20750660,20752024,1365,"+","20750660-20752024"
"38945","AT5G51050","5",20753381,20755714,2334,"+","20753381-20755714"
"38946","AT5G51055","5",20756330,20756411,82,"+","20756330-20756411"
"38947","AT5G51060","5",20757284,20762431,5148,"-","20757284-20762431"
"38948","AT5G51070","5",20764315,20768681,4367,"+","20764315-20768681"
"38949","AT5G51080","5",20768804,20770977,2174,"-","20768804-20770977"
"38952","AT5G51090","5",20772237,20773194,958,"-","20772237-20773194"
"38953","AT5G51100","5",20773296,20775701,2406,"-","20773296-20775701"
"38954","AT5G51105","5",20777574,20778118,545,"+","20777574-20778118"
"38955","AT5G51110","5",20778132,20779464,1333,"-","20778132-20779464"
"38959","AT5G51120","5",20779680,20781530,1851,"+","20779680-20781530"
"38960","AT5G51130","5",20781816,20784071,2256,"+","20781816-20784071"
"38961","AT5G51140","5",20783931,20786814,2884,"-","20783931-20786814"
"38963","AT5G51150","5",20788984,20791808,2825,"+","20788984-20791808"
"38964","AT5G51160","5",20792211,20793841,1631,"+","20792211-20793841"
"38965","AT5G51170","5",20793794,20795399,1606,"-","20793794-20795399"
"38967","AT5G51174","5",20795936,20796051,116,"+","20795936-20796051"
"38969","AT5G51180","5",20797032,20800214,3183,"+","20797032-20800214"
"38970","AT5G51190","5",20800584,20801416,833,"-","20800584-20801416"
"38971","AT5G51195","5",20803106,20804268,1163,"-","20803106-20804268"
"38972","AT5G51200","5",20804926,20819592,14667,"+","20804926-20819592"
"38973","AT5G51210","5",20820101,20820944,844,"+","20820101-20820944"
"38974","AT5G51220","5",20821215,20823266,2052,"-","20821215-20823266"
"38975","AT5G51230","5",20823736,20829564,5829,"+","20823736-20829564"
"38978","AT5G51250","5",20830743,20831849,1107,"+","20830743-20831849"
"38979","AT5G51260","5",20832025,20833782,1758,"-","20832025-20833782"
"38980","AT5G51270","5",20835137,20838262,3126,"-","20835137-20838262"
"38981","AT5G51280","5",20841245,20843806,2562,"+","20841245-20843806"
"38982","AT5G51290","5",20843998,20848340,4343,"-","20843998-20848340"
"38983","AT5G51300","5",20848897,20852334,3438,"-","20848897-20852334"
"38986","AT5G51310","5",20852854,20854718,1865,"-","20852854-20854718"
"38988","AT5G51330","5",20858706,20861711,3006,"-","20858706-20861711"
"38989","AT5G51340","5",20862943,20867370,4428,"+","20862943-20867370"
"38990","AT5G51350","5",20867602,20870745,3144,"-","20867602-20870745"
"38991","AT5G51360","5",20871918,20872277,360,"+","20871918-20872277"
"38992","AT5G51370","5",20872762,20874284,1523,"+","20872762-20874284"
"38994","AT5G51380","5",20875876,20877989,2114,"+","20875876-20877989"
"38995","AT5G51390","5",20877967,20878464,498,"-","20877967-20878464"
"38996","AT5G51400","5",20878613,20880134,1522,"-","20878613-20880134"
"38999","AT5G51410","5",20881367,20883704,2338,"-","20881367-20883704"
"39000","AT5G51420","5",20885419,20886726,1308,"-","20885419-20886726"
"39001","AT5G51430","5",20886838,20890907,4070,"-","20886838-20890907"
"39002","AT5G51440","5",20891163,20892211,1049,"+","20891163-20892211"
"39004","AT5G51450","5",20892746,20897591,4846,"+","20892746-20897591"
"39005","AT5G51451","5",20898108,20898763,656,"+","20898108-20898763"
